hotel_type,lead_time,arrival_month,weekend_nights,week_nights,adults,children,meal_plan,country,parking_requests,room_price,is_canceled
City Hotel,325,Oct,3,4,2,3.0,BB,UK,1,169.42,0
Resort Hotel,238,Jan,3,9,2,3.0,FB,,0,125.0,1
City Hotel,152,Mar,4,1,3,2.0,FB,UAE,2,149.86,0
City Hotel,334,Mar,1,6,3,2.0,FB,France,1,105.5,0
Resort Hotel,69,Jul,4,1,1,3.0,FB,France,2,149.76,0
City Hotel,256,Dec,4,6,2,1.0,HB,Germany,2,116.9,0
City Hotel,327,Mar,2,1,1,2.0,FB,Germany,2,97.7,0
City Hotel,79,Jun,4,3,1,2.0,BB,Germany,0,144.35,1
City Hotel,70,Oct,3,4,2,2.0,FB,USA,1,93.72,0
Resort Hotel,288,Apr,2,5,1,3.0,SC,Germany,1,143.36,1
City Hotel,60,Jun,1,7,2,3.0,FB,Germany,2,145.15,1
Resort Hotel,128,Sep,3,2,1,3.0,HB,France,1,158.75,1
City Hotel,170,Dec,0,6,4,1.0,FB,UK,1,116.33,1
Resort Hotel,40,Jul,1,4,1,3.0,FB,UAE,0,205.48,1
Resort Hotel,27,Jan,0,6,4,3.0,HB,Germany,1,73.44,1
Resort Hotel,104,Aug,3,7,2,3.0,HB,Germany,2,185.83,1
City Hotel,5,Apr,1,7,3,2.0,SC,UK,1,164.92,0
Resort Hotel,127,Aug,0,5,4,0.0,HB,,2,149.06,0
Resort Hotel,308,Mar,0,7,3,2.0,BB,UAE,1,160.05,1
Resort Hotel,75,Oct,1,3,3,1.0,HB,France,2,101.63,1
City Hotel,231,Dec,4,5,3,,BB,UK,2,8.96,1
City Hotel,345,May,3,5,2,0.0,BB,France,1,98.06,0
City Hotel,253,Mar,3,2,4,1.0,HB,UAE,2,137.97,1
Resort Hotel,322,Dec,2,4,1,3.0,SC,France,0,153.1,0
Resort Hotel,135,Nov,1,2,2,2.0,SC,India,0,177.62,0
Resort Hotel,179,Mar,3,9,2,1.0,FB,USA,2,108.22,0
Resort Hotel,114,Mar,0,9,2,1.0,FB,UK,2,60.42,1
City Hotel,257,Apr,1,1,1,1.0,BB,USA,2,105.96,0
City Hotel,332,Mar,0,2,4,0.0,FB,UK,1,130.31,0
Resort Hotel,245,Dec,1,8,3,2.0,SC,India,0,72.45,1
City Hotel,177,Feb,0,3,2,,SC,UAE,1,194.6,0
City Hotel,20,Jun,0,3,4,2.0,HB,UK,1,138.4,0
City Hotel,355,Jan,1,6,4,0.0,SC,UK,0,108.27,0
City Hotel,42,May,2,5,2,2.0,HB,UK,1,132.26,1
City Hotel,144,Nov,0,4,1,1.0,SC,India,1,119.44,0
City Hotel,242,Jun,1,7,1,0.0,FB,UAE,0,,1
Resort Hotel,33,Dec,4,1,2,0.0,SC,France,2,165.61,1
Resort Hotel,89,Jan,4,1,4,0.0,FB,Germany,1,162.46,1
City Hotel,83,Jan,2,1,1,0.0,BB,UAE,1,76.03,1
City Hotel,272,Jul,1,8,2,1.0,SC,USA,1,157.79,1
City Hotel,176,Nov,2,9,2,1.0,FB,USA,0,46.05,0
Resort Hotel,89,Jun,0,3,2,3.0,BB,USA,2,108.16,0
Resort Hotel,311,Sep,4,1,1,2.0,FB,Germany,2,121.61,1
City Hotel,236,Apr,2,9,3,0.0,SC,France,1,144.87,0
Resort Hotel,156,Mar,0,3,2,2.0,SC,India,1,191.49,0
City Hotel,201,Jun,4,9,4,0.0,FB,UK,1,,1
Resort Hotel,210,Aug,2,4,2,2.0,FB,UK,0,117.42,0
Resort Hotel,151,May,0,1,2,2.0,FB,France,1,46.3,1
Resort Hotel,286,Mar,3,5,2,1.0,HB,India,1,108.96,1
Resort Hotel,96,Mar,4,7,4,3.0,FB,UAE,0,129.49,1
City Hotel,344,Jan,0,6,2,0.0,BB,UK,2,152.61,1
City Hotel,203,Jun,3,4,4,3.0,SC,UAE,2,191.07,0
City Hotel,244,Oct,2,8,3,2.0,HB,India,1,,1
Resort Hotel,125,Jul,3,1,2,2.0,SC,France,2,121.69,1
Resort Hotel,26,Sep,4,4,1,0.0,BB,France,0,142.88,0
Resort Hotel,276,Jun,1,7,3,3.0,SC,France,0,70.19,0
Resort Hotel,300,Aug,2,6,4,2.0,HB,UK,0,135.69,1
Resort Hotel,274,Jun,3,1,4,0.0,FB,India,0,124.74,0
City Hotel,162,Feb,0,5,4,3.0,BB,USA,0,180.95,0
City Hotel,100,Mar,1,6,2,2.0,SC,USA,2,67.11,0
Resort Hotel,4,Nov,1,9,3,1.0,FB,UK,2,117.83,1
City Hotel,213,Jan,2,5,4,1.0,HB,,2,145.03,1
City Hotel,90,May,3,5,2,3.0,FB,Germany,2,116.72,1
City Hotel,142,Dec,4,8,4,2.0,BB,France,1,67.0,1
Resort Hotel,346,Nov,3,6,3,1.0,SC,India,1,98.58,1
City Hotel,90,Jun,3,8,2,2.0,HB,,0,128.29,1
Resort Hotel,41,Jun,2,6,1,1.0,HB,France,1,221.5,0
Resort Hotel,91,Dec,2,9,2,1.0,FB,UAE,1,69.91,0
Resort Hotel,22,Feb,0,8,3,0.0,FB,UAE,2,116.98,0
City Hotel,138,Jan,4,8,1,,HB,UK,1,128.37,1
City Hotel,50,Jul,2,1,4,1.0,BB,Germany,0,151.71,1
Resort Hotel,100,Apr,0,4,3,2.0,BB,UK,1,84.04,0
City Hotel,272,Sep,1,2,4,3.0,BB,India,2,131.45,1
Resort Hotel,359,Nov,0,7,3,2.0,FB,India,1,211.18,0
City Hotel,323,Aug,4,6,4,0.0,FB,India,1,71.3,0
City Hotel,276,Jun,0,7,2,0.0,HB,Germany,1,125.74,1
City Hotel,193,Oct,0,5,1,1.0,SC,Germany,1,150.26,0
Resort Hotel,289,Mar,2,3,2,2.0,FB,France,2,122.36,1
City Hotel,138,Aug,4,4,3,2.0,FB,,2,125.65,1
City Hotel,311,Dec,0,1,1,1.0,SC,USA,0,146.63,0
Resort Hotel,45,Oct,3,5,2,3.0,SC,USA,0,122.9,1
City Hotel,187,Dec,0,6,3,0.0,FB,USA,2,149.25,0
Resort Hotel,358,Jan,1,7,1,,BB,Germany,0,106.23,1
Resort Hotel,287,Nov,1,8,2,2.0,HB,France,2,137.73,0
Resort Hotel,123,Sep,0,5,4,1.0,HB,India,0,93.99,0
City Hotel,88,Oct,0,1,1,1.0,FB,India,0,111.5,1
City Hotel,138,Sep,3,5,4,2.0,FB,France,1,118.54,0
City Hotel,262,Oct,0,1,1,1.0,BB,Germany,2,90.17,1
City Hotel,220,Aug,2,8,2,1.0,BB,USA,0,56.73,1
Resort Hotel,129,Oct,4,2,3,0.0,FB,UK,0,70.13,0
City Hotel,250,Apr,3,2,2,0.0,BB,UAE,1,110.54,1
City Hotel,364,Sep,0,6,2,0.0,FB,UAE,0,162.43,1
Resort Hotel,330,Nov,2,9,1,,HB,UAE,0,134.27,0
Resort Hotel,361,Sep,0,5,4,0.0,BB,Germany,0,159.85,1
Resort Hotel,117,Dec,3,6,2,3.0,BB,USA,0,145.12,0
Resort Hotel,335,Oct,3,3,4,2.0,HB,India,0,159.04,0
Resort Hotel,344,Nov,1,9,1,3.0,HB,France,1,102.78,1
City Hotel,63,May,1,4,3,0.0,BB,France,0,122.49,0
City Hotel,74,Jun,0,6,1,2.0,BB,USA,0,111.94,0
City Hotel,20,Nov,4,4,4,2.0,FB,,0,118.72,0
Resort Hotel,29,Jul,2,6,4,2.0,BB,USA,2,61.72,0
City Hotel,162,Sep,1,1,4,2.0,FB,Germany,2,,1
City Hotel,194,Nov,1,1,2,2.0,HB,India,0,115.76,1
City Hotel,194,Jul,4,1,4,0.0,HB,France,1,166.47,1
City Hotel,130,Jan,3,2,4,3.0,FB,UAE,0,70.04,0
City Hotel,310,Nov,0,7,2,2.0,SC,Germany,2,,0
Resort Hotel,345,Sep,0,3,4,3.0,SC,India,2,133.26,0
Resort Hotel,274,Jun,2,1,2,2.0,HB,UK,1,83.35,1
Resort Hotel,237,Feb,4,8,3,3.0,BB,,0,135.37,1
City Hotel,209,Oct,4,8,2,1.0,HB,,2,143.3,0
City Hotel,286,Sep,4,4,2,,SC,USA,2,182.76,0
City Hotel,264,Jan,3,7,4,1.0,BB,USA,1,149.93,0
City Hotel,170,May,4,2,1,0.0,HB,France,2,151.81,0
City Hotel,238,Sep,3,6,2,0.0,HB,UAE,2,17.8,1
City Hotel,157,Dec,0,9,1,2.0,SC,USA,1,90.24,0
Resort Hotel,51,Jan,3,7,3,1.0,BB,UK,1,148.89,1
Resort Hotel,339,Feb,0,6,2,1.0,BB,France,1,114.58,0
City Hotel,120,Nov,2,2,4,3.0,SC,USA,2,175.4,0
Resort Hotel,357,Jul,4,4,3,2.0,SC,,2,113.51,1
Resort Hotel,138,Oct,2,6,2,,FB,Germany,0,102.36,1
City Hotel,144,Dec,4,5,2,0.0,FB,India,0,96.21,1
Resort Hotel,121,Nov,2,5,4,3.0,BB,UK,0,78.86,1
Resort Hotel,50,Feb,1,4,4,0.0,SC,Germany,1,125.8,0
City Hotel,41,Sep,1,8,4,0.0,SC,Germany,2,127.57,0
City Hotel,234,Sep,3,8,2,3.0,BB,Germany,2,35.9,1
Resort Hotel,54,Nov,2,5,1,0.0,FB,India,0,100.14,1
City Hotel,300,Dec,4,7,4,3.0,BB,USA,1,136.91,0
City Hotel,316,Oct,0,2,1,3.0,HB,USA,2,121.82,1
City Hotel,325,Aug,3,3,4,2.0,SC,USA,0,120.9,0
City Hotel,335,Feb,3,9,1,3.0,SC,UAE,1,94.3,1
Resort Hotel,23,Dec,1,7,2,2.0,HB,UK,2,92.4,0
Resort Hotel,223,Oct,2,6,2,3.0,SC,India,0,102.55,1
Resort Hotel,94,Mar,2,7,2,2.0,SC,France,1,133.58,0
Resort Hotel,327,Mar,3,6,1,1.0,SC,India,0,21.41,0
City Hotel,276,Aug,1,2,1,3.0,FB,UAE,0,86.12,0
City Hotel,39,Aug,0,3,3,1.0,HB,France,2,241.49,1
Resort Hotel,259,Jun,1,5,4,1.0,SC,Germany,0,192.06,0
Resort Hotel,259,Jul,2,2,1,3.0,SC,USA,2,171.99,0
City Hotel,263,Jan,0,3,4,3.0,SC,France,2,129.44,1
City Hotel,184,Aug,3,7,3,1.0,HB,USA,1,63.35,1
Resort Hotel,193,Jul,0,2,3,3.0,SC,India,1,105.71,0
City Hotel,70,May,3,6,1,2.0,SC,USA,1,105.17,1
City Hotel,167,May,1,5,2,1.0,SC,UAE,0,96.84,1
City Hotel,108,Feb,0,3,1,3.0,FB,USA,2,87.96,0
City Hotel,259,Dec,4,8,3,1.0,HB,UAE,2,114.02,0
Resort Hotel,187,Jan,2,6,2,1.0,FB,UK,1,76.98,1
Resort Hotel,258,Sep,3,9,1,0.0,HB,France,2,85.18,1
Resort Hotel,252,Oct,0,1,2,3.0,BB,UK,2,99.3,0
Resort Hotel,352,Mar,0,3,3,2.0,HB,India,2,110.64,0
City Hotel,276,Dec,4,8,1,2.0,FB,UAE,1,135.15,1
City Hotel,283,Nov,1,1,2,2.0,HB,UAE,1,78.67,1
City Hotel,84,May,4,8,3,0.0,SC,Germany,0,102.53,0
Resort Hotel,275,Nov,0,5,1,2.0,FB,Germany,0,97.86,0
Resort Hotel,183,Aug,2,8,1,2.0,FB,USA,0,145.39,0
City Hotel,319,Dec,0,7,2,2.0,FB,Germany,1,122.38,1
City Hotel,213,Jul,0,9,2,3.0,HB,UK,1,13.98,1
Resort Hotel,43,Jul,0,7,2,1.0,BB,UAE,2,66.7,1
Resort Hotel,133,Oct,4,4,1,1.0,SC,UAE,0,127.62,0
Resort Hotel,204,Oct,4,1,2,2.0,HB,USA,1,76.48,1
City Hotel,112,Dec,3,2,2,3.0,BB,USA,2,38.88,1
Resort Hotel,189,Oct,3,2,4,3.0,SC,France,0,101.58,0
City Hotel,190,Nov,3,1,2,3.0,FB,USA,2,83.14,0
Resort Hotel,74,Apr,0,7,1,0.0,BB,Germany,1,162.07,0
Resort Hotel,191,Oct,3,4,1,3.0,FB,France,0,156.01,0
Resort Hotel,150,Apr,3,7,4,1.0,FB,UAE,1,118.82,0
Resort Hotel,294,Oct,1,8,3,0.0,FB,,2,108.07,0
Resort Hotel,92,Jun,4,6,1,3.0,HB,Germany,0,163.13,0
City Hotel,140,Oct,3,8,4,0.0,SC,Germany,0,100.81,0
City Hotel,103,Apr,4,2,1,0.0,SC,UAE,0,142.87,1
Resort Hotel,202,Jul,2,1,2,2.0,SC,Germany,2,124.35,1
Resort Hotel,240,Feb,1,9,2,,SC,UK,2,127.7,1
City Hotel,61,Jul,2,9,1,1.0,SC,France,1,159.15,1
City Hotel,99,Mar,4,9,4,3.0,HB,France,2,74.82,1
City Hotel,304,Aug,4,4,1,2.0,HB,Germany,2,164.13,1
City Hotel,236,May,2,9,2,2.0,BB,USA,0,112.07,0
Resort Hotel,232,Sep,3,9,2,3.0,SC,USA,2,,1
City Hotel,229,Apr,1,5,4,1.0,HB,UAE,0,111.68,0
City Hotel,244,Dec,4,1,4,3.0,FB,Germany,2,83.0,1
Resort Hotel,219,May,0,8,2,0.0,SC,,1,185.02,1
City Hotel,308,Nov,1,1,3,2.0,FB,UK,0,55.91,0
Resort Hotel,46,Jan,2,3,2,0.0,HB,,2,113.42,0
City Hotel,56,Mar,4,3,3,,BB,UK,2,150.7,0
City Hotel,285,Apr,4,5,4,0.0,BB,Germany,1,113.98,0
City Hotel,218,Sep,2,5,1,0.0,HB,USA,0,210.47,1
City Hotel,329,Aug,0,5,2,3.0,FB,Germany,1,94.09,0
Resort Hotel,179,Feb,0,4,3,1.0,FB,UK,1,65.16,0
City Hotel,127,Jun,4,1,2,3.0,HB,France,1,74.0,0
City Hotel,235,Apr,3,4,2,0.0,FB,India,1,135.48,0
Resort Hotel,225,Nov,0,8,1,1.0,SC,Germany,2,189.87,0
Resort Hotel,224,May,0,5,3,1.0,SC,Germany,2,,0
City Hotel,331,Oct,3,7,4,2.0,FB,Germany,1,66.83,1
City Hotel,29,Sep,0,1,3,0.0,HB,,1,89.33,1
Resort Hotel,187,Apr,3,5,2,3.0,BB,France,2,169.71,0
City Hotel,264,May,2,8,1,3.0,BB,France,0,87.55,1
City Hotel,281,Jul,1,5,4,2.0,BB,UK,2,85.46,1
Resort Hotel,212,Nov,1,1,1,3.0,HB,India,2,198.91,0
Resort Hotel,149,Jul,2,2,1,2.0,HB,,2,,0
City Hotel,4,Jun,0,6,2,1.0,SC,UK,1,,0
City Hotel,292,Mar,1,2,4,2.0,FB,France,1,102.94,1
Resort Hotel,171,Jan,2,9,1,0.0,BB,USA,1,145.79,0
City Hotel,221,Dec,1,9,4,3.0,FB,UAE,1,177.34,1
Resort Hotel,83,Sep,0,2,4,0.0,FB,France,0,150.02,1
Resort Hotel,154,Jun,3,1,4,1.0,HB,France,2,38.35,1
Resort Hotel,292,Mar,2,7,1,0.0,HB,USA,0,163.14,1
City Hotel,169,Jan,1,7,1,1.0,FB,,1,169.65,1
Resort Hotel,331,Dec,0,3,3,1.0,BB,UK,2,120.94,0
Resort Hotel,349,Dec,1,2,4,1.0,SC,India,1,133.73,0
City Hotel,306,Jun,0,9,1,0.0,HB,India,0,91.76,0
Resort Hotel,265,Mar,0,9,1,2.0,BB,France,0,105.22,1
Resort Hotel,216,Jan,0,6,2,3.0,HB,USA,1,67.8,0
Resort Hotel,175,May,0,7,3,1.0,SC,France,0,142.73,0
Resort Hotel,113,Jan,2,2,4,1.0,SC,India,1,114.1,0
Resort Hotel,169,Mar,3,6,1,2.0,SC,India,1,125.67,0
City Hotel,269,Mar,2,6,1,1.0,FB,Germany,0,133.35,1
Resort Hotel,186,Jun,1,8,3,,FB,India,0,76.92,1
Resort Hotel,337,Apr,2,9,3,1.0,SC,UAE,1,124.54,1
City Hotel,242,Aug,2,2,4,2.0,SC,Germany,1,66.23,0
City Hotel,186,Mar,1,7,1,3.0,FB,,1,32.93,0
Resort Hotel,219,Aug,3,9,3,1.0,SC,UK,2,156.09,0
Resort Hotel,358,Dec,2,6,1,1.0,FB,India,0,24.33,0
Resort Hotel,322,Jul,0,7,3,1.0,SC,,0,50.18,0
City Hotel,254,Feb,2,9,1,1.0,SC,UK,0,52.1,0
City Hotel,161,Dec,1,4,3,0.0,SC,,0,107.67,0
Resort Hotel,334,Aug,3,2,1,0.0,FB,France,0,104.97,0
City Hotel,27,Jan,2,2,3,1.0,SC,USA,1,74.22,1
City Hotel,306,Sep,2,1,3,2.0,FB,UK,1,144.52,0
Resort Hotel,59,Jul,1,9,4,1.0,BB,France,2,118.02,1
City Hotel,356,Jun,4,4,1,2.0,BB,USA,0,,1
Resort Hotel,78,Aug,4,5,2,2.0,FB,UAE,1,136.4,1
City Hotel,155,Sep,2,4,3,0.0,SC,UK,0,169.27,1
Resort Hotel,187,Aug,0,4,1,3.0,HB,France,2,42.83,0
City Hotel,184,Jun,2,6,2,2.0,HB,France,2,89.76,1
City Hotel,328,Apr,4,6,4,1.0,SC,Germany,2,143.15,0
City Hotel,162,Sep,2,1,4,3.0,HB,France,1,36.87,0
City Hotel,305,Aug,0,1,2,0.0,FB,UK,2,97.66,0
Resort Hotel,220,Aug,3,7,4,0.0,FB,UK,0,48.04,1
Resort Hotel,216,Mar,2,1,4,3.0,SC,India,2,136.55,1
Resort Hotel,145,Oct,1,1,1,0.0,HB,UK,2,161.54,1
City Hotel,249,Sep,0,6,3,1.0,BB,USA,2,101.83,1
Resort Hotel,256,Jul,2,8,1,2.0,SC,India,0,101.41,1
City Hotel,326,Jan,4,7,3,2.0,BB,France,0,175.53,0
Resort Hotel,1,Feb,2,6,2,1.0,SC,India,2,108.53,0
Resort Hotel,166,Nov,4,7,3,,BB,USA,1,98.48,0
City Hotel,26,Feb,1,2,1,0.0,HB,India,1,156.07,0
Resort Hotel,197,Jan,3,6,1,1.0,FB,USA,1,152.72,1
Resort Hotel,196,Jan,4,9,4,2.0,HB,France,2,137.37,1
City Hotel,281,Apr,2,4,2,1.0,BB,India,2,113.07,0
Resort Hotel,116,Jul,1,2,1,2.0,BB,UK,1,162.24,0
Resort Hotel,58,Jun,0,9,3,1.0,SC,UK,1,120.19,0
City Hotel,22,Dec,2,8,1,3.0,BB,USA,1,107.99,1
Resort Hotel,269,Jul,0,8,1,3.0,FB,USA,0,120.73,0
City Hotel,97,Dec,4,7,1,2.0,FB,USA,0,148.42,1
City Hotel,10,Aug,1,8,4,1.0,HB,UAE,1,137.17,0
Resort Hotel,274,Aug,3,3,4,1.0,FB,France,0,166.66,0
Resort Hotel,55,Dec,2,6,3,0.0,FB,UAE,0,,1
City Hotel,312,Dec,1,7,4,0.0,SC,USA,2,87.82,1
Resort Hotel,56,Dec,1,5,3,1.0,SC,UK,0,109.64,0
Resort Hotel,49,Mar,3,2,4,2.0,BB,UK,2,98.42,0
City Hotel,116,Jul,4,7,4,2.0,HB,USA,2,106.39,1
Resort Hotel,258,Jun,3,2,2,1.0,SC,Germany,1,108.05,1
City Hotel,330,Nov,3,9,3,0.0,SC,UAE,0,137.67,0
City Hotel,84,Aug,3,9,4,2.0,SC,USA,1,114.28,1
City Hotel,294,Mar,0,6,1,0.0,BB,Germany,2,123.35,0
City Hotel,131,Nov,2,4,1,3.0,FB,,0,115.59,0
City Hotel,108,Sep,3,4,4,0.0,HB,India,1,122.92,1
City Hotel,53,May,2,5,3,0.0,FB,UK,1,126.04,0
Resort Hotel,279,Feb,3,7,4,1.0,SC,India,1,139.23,1
Resort Hotel,28,Apr,4,8,3,3.0,SC,India,2,167.33,0
City Hotel,347,Jul,4,8,4,2.0,SC,India,1,166.12,1
Resort Hotel,160,Jan,3,7,2,1.0,SC,France,1,102.81,1
Resort Hotel,230,Jan,1,6,3,0.0,FB,France,0,52.12,1
City Hotel,204,Dec,2,2,4,3.0,SC,UAE,2,,1
City Hotel,20,Sep,4,8,2,2.0,HB,USA,2,132.51,1
City Hotel,259,Mar,0,4,2,2.0,SC,Germany,0,109.63,0
Resort Hotel,3,Jan,1,8,3,3.0,HB,UK,1,182.47,0
Resort Hotel,279,Jul,4,5,4,1.0,BB,UAE,1,160.86,0
Resort Hotel,329,Jul,1,3,2,3.0,HB,UAE,0,50.9,0
City Hotel,33,Feb,2,6,2,2.0,BB,France,0,125.73,1
Resort Hotel,320,Aug,1,2,1,2.0,BB,France,2,82.33,0
City Hotel,190,Dec,0,6,1,3.0,HB,UAE,0,,0
City Hotel,282,Dec,1,6,1,1.0,BB,UK,1,162.66,1
Resort Hotel,293,Mar,4,1,3,3.0,FB,UAE,1,40.48,1
Resort Hotel,176,Mar,0,5,1,0.0,HB,France,1,138.86,1
Resort Hotel,74,Dec,2,5,4,0.0,FB,UK,2,213.8,0
City Hotel,44,May,4,8,2,,FB,,1,102.51,0
Resort Hotel,139,Feb,2,7,1,0.0,BB,,0,135.76,0
City Hotel,280,Apr,3,9,4,0.0,FB,UAE,2,93.88,0
Resort Hotel,227,Feb,4,3,4,3.0,SC,India,2,,0
Resort Hotel,92,Dec,1,1,1,1.0,BB,UK,2,107.49,0
Resort Hotel,350,Sep,2,7,3,0.0,FB,UK,1,108.36,1
City Hotel,19,Jun,1,9,4,1.0,BB,USA,0,94.04,0
Resort Hotel,198,Jan,0,7,3,,FB,France,2,,0
Resort Hotel,312,Sep,2,7,3,3.0,BB,UK,2,,0
City Hotel,305,Aug,2,6,3,1.0,BB,UAE,2,185.03,0
Resort Hotel,119,Feb,0,5,4,0.0,SC,UK,0,109.08,1
City Hotel,109,Mar,0,5,1,,HB,France,0,140.49,1
Resort Hotel,211,Jul,0,8,4,2.0,BB,USA,1,89.71,1
City Hotel,57,Apr,0,9,2,1.0,SC,UK,0,136.27,0
Resort Hotel,95,Aug,3,4,2,1.0,BB,UK,1,172.41,1
Resort Hotel,122,Jan,2,1,1,1.0,SC,France,0,197.61,0
Resort Hotel,267,Oct,3,5,4,3.0,HB,India,1,163.4,0
Resort Hotel,254,Apr,3,4,4,0.0,HB,,1,138.16,0
Resort Hotel,337,Jan,1,4,2,3.0,SC,UAE,1,135.96,0
City Hotel,145,Jul,2,1,2,1.0,SC,France,2,,1
City Hotel,271,Sep,2,3,4,3.0,BB,India,1,48.51,1
City Hotel,160,Jan,2,3,4,2.0,BB,UK,2,97.64,0
City Hotel,168,Aug,2,8,1,0.0,SC,India,0,143.86,0
Resort Hotel,139,Oct,0,6,4,0.0,FB,Germany,2,,0
Resort Hotel,269,Nov,4,6,3,3.0,FB,India,1,6.83,1
Resort Hotel,337,Jun,1,6,1,0.0,SC,USA,2,60.29,1
Resort Hotel,28,Jun,1,8,3,3.0,HB,UK,1,106.22,0
City Hotel,241,Aug,0,5,2,2.0,BB,Germany,2,88.42,1
City Hotel,156,Jan,3,3,3,1.0,SC,Germany,0,78.37,0
City Hotel,16,Sep,4,1,3,,FB,India,2,155.91,0
Resort Hotel,292,Nov,1,8,2,2.0,FB,Germany,1,111.64,1
Resort Hotel,241,Jun,3,4,3,2.0,BB,UAE,2,155.02,1
City Hotel,168,Mar,2,3,4,0.0,HB,,1,40.73,1
City Hotel,231,Jan,4,8,2,3.0,HB,UK,1,111.43,1
Resort Hotel,91,Apr,4,7,2,2.0,SC,France,0,89.51,1
Resort Hotel,232,May,2,8,4,3.0,SC,France,1,124.36,0
City Hotel,353,Apr,1,2,1,1.0,FB,UAE,1,8.85,0
City Hotel,2,Nov,4,8,1,0.0,SC,USA,0,201.89,0
Resort Hotel,205,Jul,0,4,1,3.0,HB,UAE,1,100.57,0
City Hotel,258,Jun,0,2,2,2.0,FB,India,2,135.19,0
Resort Hotel,251,Oct,0,4,3,0.0,FB,Germany,0,160.32,1
City Hotel,357,May,4,8,4,2.0,HB,France,0,173.69,0
City Hotel,325,Mar,1,6,3,,BB,UK,1,97.83,0
Resort Hotel,70,Sep,3,3,4,2.0,SC,UAE,1,165.77,0
City Hotel,50,Mar,1,7,1,1.0,SC,Germany,0,164.33,1
City Hotel,352,Mar,3,6,1,2.0,FB,India,2,108.17,0
Resort Hotel,176,Mar,4,5,1,2.0,FB,Germany,1,128.72,0
Resort Hotel,152,Dec,2,6,4,0.0,SC,Germany,2,77.57,0
City Hotel,209,Aug,3,3,2,1.0,BB,USA,1,102.32,1
Resort Hotel,245,Feb,3,5,4,2.0,SC,India,1,134.45,1
City Hotel,122,Apr,1,3,2,2.0,FB,Germany,0,,0
City Hotel,168,Aug,4,2,1,3.0,BB,UK,0,111.67,1
Resort Hotel,130,Nov,1,2,2,2.0,BB,UK,2,103.34,1
City Hotel,73,Jan,4,2,1,0.0,BB,USA,0,118.67,1
City Hotel,147,Mar,3,4,3,3.0,HB,France,2,58.47,1
Resort Hotel,97,Apr,2,2,4,1.0,FB,India,2,70.9,0
City Hotel,19,Jun,4,4,2,0.0,FB,Germany,0,98.02,0
Resort Hotel,161,Feb,3,9,2,0.0,FB,USA,2,78.04,0
City Hotel,237,Jul,2,3,2,3.0,BB,UK,0,42.94,1
Resort Hotel,317,Dec,1,5,2,0.0,HB,UAE,2,121.31,1
City Hotel,30,Mar,1,2,3,2.0,FB,Germany,2,203.81,1
City Hotel,117,Aug,4,7,3,3.0,FB,UK,1,,1
Resort Hotel,190,Feb,4,5,2,3.0,FB,UAE,0,23.69,1
Resort Hotel,141,Sep,4,7,3,0.0,SC,Germany,0,151.43,0
City Hotel,3,Apr,1,3,1,1.0,SC,India,0,141.89,0
Resort Hotel,333,Aug,4,6,3,1.0,HB,UK,0,146.2,0
Resort Hotel,340,Apr,3,3,4,1.0,SC,USA,1,73.64,1
Resort Hotel,160,Jun,0,1,4,1.0,BB,USA,1,142.8,1
Resort Hotel,316,Aug,0,8,1,0.0,HB,USA,1,150.3,0
City Hotel,61,May,4,9,2,2.0,HB,UAE,1,132.19,0
Resort Hotel,265,Jun,3,5,1,2.0,SC,,0,125.43,0
City Hotel,67,Feb,3,1,1,3.0,BB,France,2,117.03,1
Resort Hotel,95,Apr,3,2,3,2.0,SC,UAE,0,187.33,0
Resort Hotel,207,May,2,8,2,1.0,HB,Germany,0,112.77,0
Resort Hotel,68,Jan,3,7,3,3.0,BB,UAE,1,162.35,1
City Hotel,241,Jul,1,4,3,1.0,HB,Germany,1,140.53,1
Resort Hotel,17,Jun,1,3,2,3.0,SC,,0,168.9,0
City Hotel,237,Apr,3,4,2,3.0,HB,,0,178.98,1
Resort Hotel,315,Apr,0,5,3,3.0,SC,UAE,2,146.08,1
Resort Hotel,221,Mar,2,4,3,0.0,HB,USA,1,132.7,0
Resort Hotel,203,Dec,1,9,4,1.0,FB,India,2,195.04,0
Resort Hotel,189,Jan,1,1,1,0.0,BB,USA,0,133.66,0
Resort Hotel,352,Jun,1,1,1,0.0,BB,,1,143.75,1
City Hotel,40,May,2,7,3,3.0,FB,India,0,187.55,1
Resort Hotel,131,Jun,3,3,3,1.0,HB,France,1,146.71,0
City Hotel,178,Oct,2,4,3,2.0,SC,UK,2,39.41,1
Resort Hotel,129,Jan,3,1,4,1.0,FB,Germany,2,21.36,0
Resort Hotel,8,Feb,4,2,3,,FB,Germany,1,,0
Resort Hotel,318,Jul,1,5,4,3.0,HB,France,2,81.05,0
Resort Hotel,192,Sep,0,4,3,3.0,HB,India,2,114.32,1
Resort Hotel,273,Jun,2,3,2,1.0,BB,UK,0,134.36,0
Resort Hotel,299,Jun,2,2,4,3.0,FB,UK,1,73.05,1
City Hotel,225,May,1,1,3,3.0,HB,USA,0,137.73,1
Resort Hotel,218,Nov,1,1,3,1.0,BB,USA,2,81.39,0
Resort Hotel,2,May,0,1,1,2.0,SC,India,0,,1
City Hotel,175,Jun,0,7,2,0.0,HB,,2,165.39,0
Resort Hotel,316,Feb,1,1,1,0.0,BB,Germany,2,159.03,1
Resort Hotel,177,Oct,3,2,3,0.0,BB,France,0,106.9,1
